0.50698441,0.48001429,0.58968997,10.00498295,12.66040325,6.59140444
0.50783533,0.48093492,0.58958429,9.31640530,12.08905411,7.05726290
0.50672674,0.48090950,0.58959937,9.01583195,11.76258183,6.39257383
0.50753897,0.48070776,0.58990514,10.21437740,11.64966774,6.55271101
0.50677603,0.48095101,0.58967274,10.29717541,11.74495220,6.51579428
0.50812185,0.48267132,0.58988488,9.77431297,11.67986107,6.37878466
0.50702000,0.48282671,0.58943188,9.51677132,12.11402798,6.75311089
0.50817794,0.48359114,0.59015703,9.42121410,11.98993969,6.67871475
0.50706446,0.48209417,0.58977914,10.01355076,11.92060757,6.66846085
0.50673008,0.48149255,0.59065908,9.29588127,12.21660519,6.78588629
0.50716692,0.47994182,0.59033316,9.18100166,11.77163124,6.89375925
0.50734788,0.48243561,0.58933383,9.21762848,11.65663242,6.52010107
0.50712639,0.48276377,0.59042597,9.75745010,11.88156128,6.59559345
0.50719482,0.48180065,0.58919162,9.76810265,11.46483135,7.05347872
0.50648236,0.47982576,0.58987856,9.62555504,11.96990967,7.30064106
0.50859612,0.48221028,0.59057522,10.71022987,12.31105709,6.67981434
0.50830954,0.48294741,0.58997619,9.39022255,12.36060810,6.89731359
0.50651926,0.48100406,0.59013230,9.85952663,12.06088448,6.72356987
0.50772911,0.48145828,0.59018362,10.32573700,12.42156887,7.05358696
0.50658113,0.48152897,0.59022009,10.30159378,12.71213245,6.62258101
0.50695914,0.48111829,0.59036547,9.77825832,12.46414471,6.64282322
0.50778335,0.48095259,0.58991587,9.40661621,11.48568630,6.68775463
0.50773233,0.48089010,0.58965266,9.11600018,11.37675571,6.34361315
0.50771970,0.48164442,0.58975857,9.32214832,11.95641136,6.80041742
0.50752616,0.48157924,0.59011561,9.48876858,11.91135979,6.91945505
0.50949770,0.48367205,0.59140956,10.84916115,12.62700748,7.23911762
0.50712204,0.48326811,0.59015125,9.51117134,11.91544533,7.28993893
0.50743151,0.48197734,0.59092373,9.60614872,12.03513050,6.80091619
0.50749272,0.48223859,0.59010148,9.71346855,11.85266495,6.72186470
0.50728309,0.48017955,0.59010363,9.20863724,12.24193096,6.61048126
0.50744671,0.47994158,0.58962947,9.16758633,12.24436378,6.71360588
0.50635839,0.47848934,0.58925390,9.39375973,11.41116714,7.15384960
0.50746238,0.47964656,0.58994573,10.53124809,11.67603588,6.61109304
0.50714660,0.48041055,0.58961487,9.96658993,11.51764774,6.95015383
0.50749177,0.48110330,0.59009236,10.05228710,11.63179302,6.89869452
0.50833732,0.48238477,0.59085685,10.54512691,13.08944416,8.09617138
0.50781012,0.48329505,0.59064603,10.04856491,12.17675018,6.61864996
0.50815344,0.48358181,0.59000456,9.46712589,12.44687462,7.12644911
0.50711709,0.48171833,0.59033167,9.66860676,12.36913872,6.88861656
0.50683856,0.48262525,0.59017479,9.71082878,11.89939308,6.94415665
0.50772405,0.48168012,0.58950788,9.78087521,11.72965717,7.46346045
0.50829655,0.48349175,0.58971334,9.48531055,11.99877262,6.33034897
0.50705451,0.48267242,0.58945763,9.53658295,11.56160927,6.64637899
0.50777978,0.48249787,0.58989191,9.82805157,12.21682739,7.75464678
0.50719601,0.48243847,0.59146863,11.17266369,12.71412086,7.49519396
0.50870860,0.48061857,0.59062123,9.43099213,13.26621342,7.15087318
0.50684339,0.48060897,0.59059328,9.68095016,12.11324501,6.65974236
0.50733149,0.47923297,0.58995086,9.82563400,12.53102970,6.63212252
0.50609630,0.47879854,0.58921993,8.99462891,12.20900154,6.45592737
0.50790900,0.48228073,0.59035206,9.59413528,12.07776833,6.62035704
0.50678617,0.48155650,0.58962214,9.60838795,12.33800888,6.95463037
0.50865400,0.48170024,0.58985353,9.84704018,12.09000397,6.83402157
0.50826615,0.48198640,0.59090716,10.13006115,11.69646740,7.20208025
0.50759012,0.48295242,0.58983529,10.11043549,12.36212826,6.87447834
0.50846893,0.48359370,0.59070045,10.60371494,12.66663551,6.88131571
0.50823694,0.48261648,0.59097117,9.53314495,12.33022785,6.73559952
0.50777107,0.48374778,0.59034777,9.69927788,12.60734367,6.79225731
0.50653601,0.48343506,0.59086722,8.94859886,12.34530830,6.72639894
0.50627291,0.48128623,0.59040540,9.19755363,12.19325638,6.27043152
0.50713283,0.48244503,0.58980203,9.66751385,12.31236267,6.62711906
0.50637150,0.48090103,0.59024322,9.03026772,12.29658318,6.34076500
0.50718367,0.48007092,0.58983594,10.21371841,12.73196316,6.51550102
0.50713170,0.48138249,0.59013462,9.03286648,12.14658928,6.77256536
0.50636476,0.47992530,0.59012538,9.94018650,11.86448860,6.63703585
0.50683630,0.47982726,0.58994865,10.48450851,12.51389217,6.92820501
0.50817955,0.48075655,0.59055012,10.13833809,12.52047825,6.79167414
0.50745308,0.48333386,0.59062535,9.66152287,11.89699078,6.91805029
0.50698906,0.48205361,0.58995450,9.95648384,11.94335842,6.61138153
0.50601196,0.48143047,0.58995908,9.06482410,11.76452541,6.57344103
0.50704896,0.48278612,0.59010297,9.49996662,12.28392982,7.07854319
0.50945634,0.48259312,0.59054834,10.61423492,11.86702061,6.77274561
0.50739640,0.48168939,0.59054559,9.71364212,11.90988827,6.70637083
0.50769037,0.48224655,0.58973557,10.21463585,11.79642963,7.25206804
0.50662434,0.48282906,0.59030527,9.80122471,12.45866871,6.78043842
0.50716096,0.48095384,0.58982718,10.08763695,12.34760952,7.08757877
