0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03043121,0.05079367,0.02592941,2.84554434,2.74096107,1.72900808
0.03094614,0.05543013,0.02682750,2.88957143,2.89849591,1.75877762
0.03139120,0.05757339,0.02750031,2.81129503,3.00104642,1.77030087
0.03120929,0.05850178,0.02742062,2.59497786,3.04109788,1.92265379
0.03181173,0.05896707,0.02795859,2.63752866,2.94818854,1.77561438
0.03184088,0.05895895,0.02756648,2.92175531,2.95264935,1.81773591
0.03206759,0.05866169,0.02796273,2.84368753,3.04891396,1.79529345
0.03222542,0.05800223,0.02820904,2.74267507,3.00316525,1.82281566
0.03200773,0.05959411,0.02654498,2.66157293,2.92480803,1.80634475
0.03268808,0.06044866,0.02827279,2.73487258,3.02269101,1.80071533
0.03160903,0.05913927,0.02686881,2.80956817,2.82763886,1.93123674
0.03146968,0.05800579,0.02860778,2.72221208,3.00015950,1.92635798
0.03216866,0.05858561,0.02941580,2.73260427,3.00014782,1.83899045
0.03218117,0.05938418,0.02670849,2.71245885,2.94722795,1.84812057
0.03101138,0.05865898,0.02832791,2.82169032,2.97789454,1.83072603
0.03249388,0.05841263,0.02790672,2.82908010,3.04729128,1.97355199
0.03131215,0.05758387,0.02802623,2.88350916,3.09441280,1.90254855
0.03180695,0.05896793,0.02903809,2.90779161,3.14954495,1.87236464
0.03215596,0.05948165,0.02701892,2.70041966,2.94290543,1.91297257
0.03109744,0.05814940,0.02776841,2.69841337,2.88092089,1.77537405
0.03196812,0.05800483,0.02793013,2.77772379,3.06243610,1.90069461
0.03164663,0.05895996,0.02763479,2.85013700,3.10227728,1.90401340
0.03308510,0.05940698,0.02971152,2.98900104,3.13508391,1.91979206
0.03169480,0.05946833,0.02748871,2.63634968,2.89870310,1.85298872
0.03168958,0.05836580,0.02878597,2.69732451,2.91471815,1.80526280
0.03232919,0.05870079,0.02740164,2.72438860,2.88463688,1.84610021
0.03156626,0.05790656,0.02834976,2.64503193,2.89270449,1.85068846
0.03369091,0.05880131,0.02898135,2.75241828,3.01943755,1.93748212
0.03154732,0.05813617,0.02706807,2.62429047,2.81970096,1.96921885
0.03225346,0.05850133,0.02870064,2.89111400,2.90165114,1.85997009
0.03240009,0.05881745,0.02795807,2.78193712,2.83135843,1.88684452
0.03225834,0.05786157,0.02826473,2.70291138,2.97962332,1.83565772
0.03310755,0.05897554,0.02835245,2.81161785,3.18336511,2.04800701
0.03210229,0.05848347,0.02757579,2.85785699,2.94541979,1.88917387
0.03299985,0.05924896,0.02796965,2.87721801,2.95244503,1.91451144
0.03228355,0.05878402,0.02828787,2.83841848,2.94578695,1.86996937
0.03189315,0.05844788,0.02820413,2.77574563,2.93472981,1.91083002
0.03291154,0.05897403,0.02799926,2.88319898,3.13688874,1.93373835
0.03239948,0.05952321,0.02832649,2.75705457,2.92215586,1.73982477
0.03276733,0.05973579,0.02794255,2.72939181,2.91875172,1.90023506
0.03169791,0.05904623,0.02783001,2.74826932,3.03305936,1.97635961
0.03173849,0.05906504,0.02942634,2.94889688,2.97015452,2.00228310
0.03309058,0.05797877,0.02799560,2.72105384,3.10668802,2.02211022
0.03257051,0.05918298,0.02847872,2.71589351,2.90612435,1.76221955
0.03159221,0.05921892,0.02779397,2.77183294,2.87470102,1.84926152
0.03231942,0.05911364,0.02739059,2.70900178,2.93366194,1.92752004
0.03228394,0.05951348,0.02919400,2.99783325,3.06390882,1.89583552
0.03247238,0.05866707,0.02836999,2.71205258,3.11395907,1.90541244
0.03318651,0.05886777,0.02878370,2.75470734,2.98134971,1.86819410
0.03189989,0.05842942,0.02874159,2.82620597,2.89142585,1.91623259
0.03154228,0.05817470,0.02742722,2.69555140,2.98863935,1.79335093
0.03320604,0.05980498,0.02903596,2.88465810,3.04224348,1.85697496
0.03173553,0.05889326,0.02865570,2.70197797,3.00064611,1.87763965
0.03254063,0.05882023,0.02861644,2.83106875,2.98082399,1.88719273
0.03204292,0.05867716,0.02933834,2.71618557,2.89984417,1.92882729
0.03200705,0.05782873,0.02840574,2.74649811,3.05517101,1.82149196
0.03330230,0.05972079,0.02814148,2.83905911,3.08019900,1.84851134
0.03223332,0.05857670,0.02824404,2.62648034,3.04269886,1.75780213
0.03217543,0.05860089,0.02829798,2.83294392,3.03344321,1.81576633
0.03161217,0.05898142,0.02853799,2.54641986,2.98336005,1.85982156
0.03132749,0.05771079,0.02771239,2.77666163,2.86801624,1.72719717
0.03249912,0.05832221,0.02819887,2.89520407,3.03985834,1.78853917
0.03286421,0.05899325,0.02843755,2.74811959,3.11953783,1.79039741
0.03232033,0.05923302,0.02817663,2.75669789,3.02954865,1.84377754
0.03162966,0.05873013,0.02804782,2.69675255,2.93279648,1.79063797
0.03142226,0.05834639,0.02814847,2.69549465,2.91239285,1.77238524
0.03216340,0.05846902,0.02836280,2.83711100,3.03492880,1.89654875
0.03429041,0.05891840,0.02880034,2.94982600,3.01483130,1.86482120
0.03173826,0.05889196,0.02800745,2.74938655,2.85076475,1.88799274
0.03249025,0.05884831,0.02788405,2.81213450,2.86266279,1.95111692
0.03118788,0.05846350,0.02822635,2.65756249,3.04225183,1.81186700
0.03166803,0.05834679,0.02791061,2.85569525,2.99658394,1.95474565
0.03253183,0.05688946,0.02782512,2.85404420,2.79930806,1.83866560
0.02970057,0.05118085,0.02607197,2.67441392,2.65335488,1.78223550
